StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q16_16,Q16_17,Q16_18,Q17,Q18,Q19,Q20
2023-10-17 19:01:47,2023-10-17 19:01:54,Imported,5,6,False,2024-01-05 23:44:54,R_a3Eg09fXOpCYenI,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-19 14:20:13,2023-10-19 14:22:33,Imported,67,140,False,2024-01-05 23:44:54,R_73TDvJvXSP6vUmq,anonymous,EN,1,45-54,Female,"Some college, but no degree",Yes,No,Not familiar at all,Not familiar at all,"Bachelor's Degree (e.g. BA, BS)",All stages of life,"Speech teacher,Speech therapist,Speech Language Pathologist",Very important,Moderate collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 12:43:16,2023-10-18 12:44:58,Imported,67,101,False,2024-01-05 23:44:54,R_0q4lfDrPUq4NHvM,anonymous,EN,0.800000011920929,45-54,Female,"Master's Degree (e.g. MA, MS, MBA, MEng)",Yes,No,Very familiar,Very familiar,"Master's Degree (e.g. MA, MS)","Infants/Newborns,School-aged children,Adults,All stages of life",Speech Language Pathologist,Extremely important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 20:09:17,2023-10-17 20:13:08,Imported,67,230,False,2024-01-05 23:44:54,R_6o250Js1nkzA0v4,anonymous,EN,0.800000011920929,55-64,Male,"Doctorate (e.g. PhD, EdD)",Yes,No,Not familiar at all,Moderately familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech Language Pathologist,Very important,Moderate collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 00:13:17,2023-10-18 00:14:42,Imported,57,84,False,2024-01-05 23:44:54,R_9SUkhqrWWqmV7i6,anonymous,EN,0.800000011920929,25-34,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,Yes,Moderately familiar,Not familiar at all,"Master's Degree (e.g. MA, MS)",All stages of life,Speech teacher,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 10:48:01,2023-10-18 10:53:19,Imported,67,317,False,2024-01-05 23:44:54,R_9Y23XsMP7ZgYY2G,anonymous,EN,1,45-54,Male,"Master's Degree (e.g. MA, MS, MBA, MEng)",Yes,No,Not familiar at all,Moderately familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Extremely important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-19 03:10:43,2023-10-19 03:12:13,Imported,67,90,False,2024-01-05 23:44:54,R_0iVjrNKp8U4sNvM,anonymous,EN,0.8999999761581421,35-44,Female,"Master's Degree (e.g. MA, MS, MBA, MEng)",Yes,No,Extremely familiar,Extremely familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Extremely important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 19:40:09,2023-10-17 19:41:37,Imported,67,87,False,2024-01-05 23:44:54,R_3IBYsSDnfIwsc9o,anonymous,EN,0.8999999761581421,18-24,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Very familiar,Moderately familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Very important,Moderate collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-14 09:41:57,2023-10-17 19:35:59,Imported,5,294842,False,2024-01-05 23:44:54,R_3fQSok9wFN4hQ2O,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 16:15:51,2023-10-18 16:22:14,Imported,67,382,False,2024-01-05 23:44:54,R_6eWPJVtwoVUJmNE,anonymous,EN,0.6000000238418579,25-34,Male,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Not familiar at all,Moderately familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Extremely important,Moderate collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Home Health Practices,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 20:06:32,2023-10-17 20:07:47,Imported,57,75,False,2024-01-05 23:44:54,R_b2U9kuFjjfj4tqC,anonymous,EN,0.8999999761581421,18-24,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Very familiar,Very familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech Language Pathologist,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-19 11:45:55,2023-10-19 11:47:04,Imported,67,68,False,2024-01-05 23:44:54,R_bQULnFLPIOFAKRo,anonymous,EN,0.8999999761581421,18-24,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,Yes,Moderately familiar,Moderately familiar,"Bachelor's Degree (e.g. BA, BS)",All stages of life,Speech therapist,Very important,Moderate collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Home Health Practices,Universities,Early Intervention Practices,Preschools",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 20:17:23,2023-10-17 20:18:46,Imported,67,83,False,2024-01-05 23:44:54,R_0dnX0vMcrGZl7zo,anonymous,EN,0.8999999761581421,25-34,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Moderately familiar,Moderately familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech Language Pathologist,Extremely important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 19:55:10,2023-10-17 19:56:42,Imported,67,91,False,2024-01-05 23:44:54,R_1RI6ZdA0FHHfbW6,anonymous,EN,1,25-34,Female,"Bachelor's Degree (e.g. BA, BS)",No,No,Not familiar at all,Not familiar at all,"Bachelor's Degree (e.g. BA, BS)",School-aged children,Speech therapist,Extremely important,Moderate collaboration,"Schools (e.g. k-12),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 19:39:21,2023-10-17 19:41:35,Imported,67,133,False,2024-01-05 23:44:54,R_3P3KoQ1gUNq4Eqa,anonymous,EN,1,45-54,Female,"Master's Degree (e.g. MA, MS, MBA, MEng)",Yes,No,Moderately familiar,Moderately familiar,"Master's Degree (e.g. MA, MS)",All stages of life,"Speech teacher,Speech therapist,Speech Language Pathologist",Extremely important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 02:18:03,2023-10-18 02:19:47,Imported,67,104,False,2024-01-05 23:44:54,R_bCyI6nBIqxp5klE,anonymous,EN,0.8999999761581421,25-34,Female,"Associates Degree (e.g. AA, AS)",Yes,No,Not familiar at all,Not familiar at all,"Bachelor's Degree (e.g. BA, BS)","School-aged children,Adults",Speech therapist,Very important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Private Practices,Public Health Departments,Private Corporations,Early Intervention Practices,Preschools",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 20:27:35,2023-10-17 20:29:11,Imported,67,96,False,2024-01-05 23:44:54,R_0USQpqyfgnokJ4G,anonymous,EN,0.8999999761581421,18-24,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Very familiar,Very familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech Language Pathologist,Extremely important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 18:36:22,2023-10-17 18:38:43,Imported,67,140,False,2024-01-05 23:44:54,R_6QXeCwj4fREOBQq,anonymous,EN,0.8999999761581421,25-34,Female,"Master's Degree (e.g. MA, MS, MBA, MEng)",Yes,No,Moderately familiar,Not familiar at all,"Master's Degree (e.g. MA, MS)",All stages of life,Speech teacher,Very important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Home Health Practices,Universities,Early Intervention Practices,Preschools",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 18:27:13,2023-10-17 18:28:07,Imported,67,52,False,2024-01-05 23:44:54,R_3QMRrprtDOZ1eXc,anonymous,EN,0.8999999761581421,18-24,Female,"Doctorate (e.g. PhD, EdD)",Yes,No,Extremely familiar,Extremely familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech Language Pathologist,Extremely important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-23 05:42:28,2023-10-23 05:44:04,Imported,67,96,False,2024-01-05 23:44:54,R_2nLP95lfZgVW1o2,anonymous,EN,1,18-24,Female,"Associates Degree (e.g. AA, AS)",No,No,Not familiar at all,Not familiar at all,"Associate's Degree (e.g. AA, AS)",All stages of life,Speech therapist,Extremely important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 07:57:07,2023-10-18 07:59:24,Imported,67,136,False,2024-01-05 23:44:54,R_4N74yTXfXOQ0G5U,anonymous,EN,0.800000011920929,25-34,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Not familiar at all,Not familiar at all,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Very important,Extensive collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 19:26:03,2023-10-17 19:27:57,Imported,67,114,False,2024-01-05 23:44:54,R_6wZnMiQv7bBiu9g,anonymous,EN,1,35-44,Male,"Bachelor's Degree (e.g. BA, BS)",No,No,Not familiar at all,Not familiar at all,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Extremely important,Minimal collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 19:06:37,2023-10-17 19:08:17,Imported,67,99,False,2024-01-05 23:44:54,R_094FLxz1a9W2ivs,anonymous,EN,0.8999999761581421,18-24,Female,"Master's Degree (e.g. MA, MS, MBA, MEng)",Yes,No,Very familiar,Very familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech Language Pathologist,Extremely important,Moderate collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 22:33:54,2023-10-17 22:35:03,Imported,57,68,False,2024-01-05 23:44:54,R_4ZunkpCwJfLd7T0,anonymous,EN,0.800000011920929,18-24,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Extremely familiar,Extremely familiar,"Master's Degree (e.g. MA, MS)",All stages of life,"Speech therapist,Speech Language Pathologist",Very important,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 21:09:23,2023-10-18 21:09:31,Imported,5,8,False,2024-01-05 23:44:54,R_4OwQB7tDRIOjxt4,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 20:57:06,2023-10-18 21:00:50,Imported,67,223,False,2024-01-05 23:44:54,R_5bWW6K2jyfQ1Gm2,anonymous,EN,0.800000011920929,55-64,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Moderately familiar,Moderately familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Moderately important,Moderate collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 18:18:52,2023-10-18 18:20:44,Imported,67,112,False,2024-01-05 23:44:54,R_6AqJnIVsGLldg6q,anonymous,EN,0.800000011920929,65+,Female,"Master's Degree (e.g. MA, MS, MBA, MEng)",No,No,Not familiar at all,Not familiar at all,"Master's Degree (e.g. MA, MS)",School-aged children,Speech therapist,Very important,Moderate collaboration,"Schools (e.g. k-12),Hospitals,Home Health Practices",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 20:12:10,2023-10-17 20:14:36,Imported,67,146,False,2024-01-05 23:44:54,R_8iSQJeOOW6OMUxo,anonymous,EN,1,35-44,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Very familiar,Moderately familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Very important,Minimal collaboration,"Schools (e.g. k-12),Hospitals,Nonresidential Health Care Facilities (e.g. doctor's office),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 18:07:40,2023-10-17 18:09:34,Imported,67,114,False,2024-01-05 23:44:54,R_9mLIEWGmzO6v2CO,anonymous,EN,0.8999999761581421,18-24,Male,"Master's Degree (e.g. MA, MS, MBA, MEng)",No,No,Not familiar at all,Not familiar at all,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Moderately important,Minimal collaboration,"Schools (e.g. k-12),Hospitals,Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Home Health Practices,Early Intervention Practices,Preschools,Prisons",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 20:58:00,2023-10-17 20:58:30,Imported,38,29,False,2024-01-05 23:44:54,R_0Gsg5Mbk3Q3qs18,anonymous,EN,0.8999999761581421,18-24,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Not familiar at all,Not familiar at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 17:26:24,2023-10-17 17:26:33,Imported,5,9,False,2024-01-05 23:44:54,R_4MYeQnjyIoKECBE,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 22:37:26,2023-10-17 22:40:17,Imported,67,171,False,2024-01-05 23:44:54,R_0GQZ0vyU1djEBKe,anonymous,EN,0.800000011920929,35-44,Female,"Bachelor's Degree (e.g. BA, BS)",Yes,No,Not familiar at all,Not familiar at all,"Master's Degree (e.g. MA, MS)",School-aged children,Speech teacher,Extremely important,Moderate collaboration,"Schools (e.g. k-12),Hospitals,Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Early Intervention Practices,Preschools",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 01:53:16,2023-10-18 01:58:08,Imported,67,292,False,2024-01-05 23:44:54,R_9yRO0B5kne8Uwl0,anonymous,EN,0.8999999761581421,25-34,Female,"Some college, but no degree",No,No,Not familiar at all,Not familiar at all,"Bachelor's Degree (e.g. BA, BS)",All stages of life,Speech therapist,Very important,Moderate collaboration,"Schools (e.g. k-12),Home Health Practices,Early Intervention Practices,Preschools",,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 18:02:14,2023-10-17 18:04:49,Imported,67,154,False,2024-01-05 23:44:54,R_2t9RWwL2d3RC3dA,anonymous,EN,0.8999999761581421,18-24,Female,"Some college, but no degree",Yes,No,Moderately familiar,Moderately familiar,"Master's Degree (e.g. MA, MS)",All stages of life,Speech therapist,Very important,Moderate collaboration,"Schools (e.g. k-12),Private Practices,Residential Health Care Facilities (e.g. assisted living facilities),Public Health Departments,Private Corporations,Home Health Practices,Universities,Early Intervention Practices,Preschools",,,,,,,,,,,,,,,,,,,,,,,,
